datetime,EAN101,EAN201,EAN202,EAN203,EAN103,EAN102,EAN104,sale_price_1,sale_price_2,sale_price_3,sale_price_4,purchase_price_1,purchase_price_2,purchase_price_3,purchase_price_4
2019-10-07T04:42:00,50,0,0,108.3059886,7.17818185,3.248,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:42:30,50,0,0,108.2297076,7.12727274,3.2133333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:43:00,50,0,0,108.2297076,7.07636363,3.1786667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:43:30,50,0,0,108.2297076,7.02545452,3.144,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:44:00,50,0,0,108.2297076,6.97454548,3.1093333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:44:30,50,0,0,108.3059886,6.92363637,3.0746667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:45:00,50,0,0,108.3059886,6.87272726,3.04,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:45:30,50,0,0,108.2297076,6.89818185,3.0986667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:46:00,50,0,0,107.0486586,6.92363637,3.1573333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:46:30,50,0,0,107.0486586,6.94909089,3.216,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:47:00,50,0,0,107.0486586,6.97454548,3.2746667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:47:30,50,0,0,107.0486586,7,3.3333333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:48:00,50,0,0,107.0486586,7.02545452,3.392,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:48:30,50,0,0,107.0486586,7.05090911,3.4506667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:49:00,50,0,0,106.8394554,7.07636363,3.5093333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:49:30,50,0,0,107.0486586,7.10181815,3.568,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:50:00,50,0,0,107.0486586,7.12727274,3.6266667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:50:30,50,0,0,106.8394554,7.15272726,3.6853333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:51:00,50,0,0,106.8394554,7.17818185,3.744,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:51:30,50,0,0,106.1591942,7.20363637,3.8026667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:52:00,50,0,0,106.1591942,7.22909089,3.8613333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:52:30,50,0,0,106.0139458,7.25454548,3.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:53:00,50,0,0,106.0139458,7.28,3.9786667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:53:30,50,0,0,106.0139458,7.30545452,4.0373333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:54:00,50,0,0,106.0139458,7.33090911,4.096,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:54:30,50,0,0,106.0139458,7.35636363,4.1546667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:55:00,50,0,0,106.0139458,7.38181815,4.2133333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:55:30,50,0,0,106.0421046,7.40727274,4.272,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:56:00,50,0,0,106.0421046,7.43272726,4.3306667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:56:30,50,0,0,106.0421046,7.45818185,4.3893333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:57:00,50,0,0,106.1591942,7.48363637,4.448,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:57:30,50,0,0,106.1591942,7.50909089,4.5066667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:58:00,50,0,0,106.2340704,7.53454548,4.5653333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:58:30,50,0,0,106.2340704,7.56,4.624,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:59:00,50,0,0,106.2723284,7.58545452,4.6826667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T04:59:30,50,0,0,106.2340704,7.61090911,4.7413333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:00:00,50,0,0,106.2723284,7.63636363,4.8,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:00:30,50,0,0,106.2340704,7.61090911,4.8186667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:01:00,50,0,0,106.0421046,7.58545452,4.8373333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:01:30,50,0,0,106.2340704,7.56,4.856,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:02:00,50,0,0,106.2340704,7.53454548,4.8746667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:02:30,50,0,0,106.2340704,7.50909089,4.8933333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:03:00,50,0,0,106.2340704,7.48363637,4.912,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:03:30,50,0,0,106.2723284,7.45818185,4.9306667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:04:00,50,0,0,106.2340704,7.43272726,4.9493333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:04:30,50,0,0,106.2340704,7.40727274,4.968,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:05:00,50,0,0,106.2723284,7.38181815,4.9866667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:05:30,50,0,0,106.2723284,7.35636363,5.0053333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:06:00,50,0,0,106.5070178,7.33090911,5.024,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:06:30,50,0,0,106.2723284,7.30545452,5.0426667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:07:00,50,0,0,106.5070178,7.28,5.0613333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:07:30,50,0,0,106.2723284,7.25454548,5.08,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:08:00,50,0,0,106.2723284,7.22909089,5.0986667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:08:30,50,0,0,106.5070178,7.20363637,5.1173333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:09:00,50,0,0,106.2723284,7.17818185,5.136,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:09:30,50,0,0,106.2340704,7.15272726,5.1546667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:10:00,50,0,0,106.2723284,7.12727274,5.1733333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:10:30,50,0,0,106.5070178,7.10181815,5.192,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:11:00,50,0,0,106.7482454,7.07636363,5.2106667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:11:30,50,0,0,106.7482454,7.05090911,5.2293333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:12:00,50,0,0,107.4605526,7.02545452,5.248,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:12:30,50,0,0,106.7482454,7,5.2666667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:13:00,50,0,0,107.4605526,6.97454548,5.2853333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:13:30,50,0,0,107.7331852,6.94909089,5.304,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:14:00,50,0,0,107.7331852,6.92363637,5.3226667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:14:30,50,0,0,107.4605526,6.89818185,5.3413333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:15:00,50,0,0,107.7331852,6.87272726,5.36,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:15:30,50,0,0,107.7331852,6.89818185,5.3493333,4.2466667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:16:00,50,0,0,108.1352098,6.92363637,5.3386667,4.2933333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:16:30,50,0,0,108.1352098,6.94909089,5.328,4.34,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:17:00,50,0,0,108.215706,6.97454548,5.3173333,4.3866667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:17:30,50,0,0,108.1352098,7,5.3066667,4.4333333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:18:00,50,0,0,108.1352098,7.02545452,5.296,4.48,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:18:30,50,0,0,108.1352098,7.05090911,5.2853333,4.5266667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:19:00,50,0,0,107.7331852,7.07636363,5.2746667,4.5733333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:19:30,50,0,0,107.7331852,7.10181815,5.264,4.62,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:20:00,50,0,0,107.4605526,7.12727274,5.2533333,4.6666667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:20:30,50,0,0,106.7482454,7.15272726,5.2426667,4.7133333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:21:00,50,0,0,106.7482454,7.17818185,5.232,4.76,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:21:30,50,0,0,106.9637544,7.20363637,5.2213333,4.8066667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:22:00,50,0,0,106.9637544,7.22909089,5.2106667,4.8533333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:22:30,50,0,0,106.9637544,7.25454548,5.2,4.9,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:23:00,50,0,0,106.7482454,7.28,5.1893333,4.9466667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:23:30,50,0,0,106.7482454,7.30545452,5.1786667,4.9933333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:24:00,50,0,0,106.9637544,7.33090911,5.168,5.04,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:24:30,50,0,0,106.7482454,7.35636363,5.1573333,5.0866667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:25:00,50,0,0,106.9637544,7.38181815,5.1466667,5.1333333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:25:30,50,0,0,107.0140946,7.40727274,5.136,5.18,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:26:00,50,0,0,107.4605526,7.43272726,5.1253333,5.2266667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:26:30,50,0,0,107.4605526,7.45818185,5.1146667,5.2733333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:27:00,50,0,0,107.0140946,7.48363637,5.104,5.32,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:27:30,50,0,0,106.9637544,7.50909089,5.0933333,5.3666667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:28:00,50,0,0,106.9015386,7.53454548,5.0826667,5.4133333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:28:30,50,0,0,106.9637544,7.56,5.072,5.46,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:29:00,50,0,0,106.9637544,7.58545452,5.0613333,5.5066667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:29:30,50,0,0,106.9637544,7.61090911,5.0506667,5.5533333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:30:00,50,0,0,106.9015386,7.63636363,5.04,5.6,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:30:30,50,0,0,106.9015386,7.58545452,5.048,5.6933333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:31:00,50,0,0,106.9637544,7.53454548,5.056,5.7866667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:31:30,50,0,0,106.9015386,7.48363637,5.064,5.88,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:32:00,50,0,0,106.9637544,7.43272726,5.072,5.9733333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:32:30,50,0,0,106.9637544,7.38181815,5.08,6.0666667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:33:00,50,0,0,106.9015386,7.33090911,5.088,6.16,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:33:30,50,0,0,106.9637544,7.28,5.096,6.2533333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:34:00,50,0,0,107.0140946,7.22909089,5.104,6.3466667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:34:30,50,0,0,107.0140946,7.17818185,5.112,6.44,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:35:00,50,0,0,106.9637544,7.12727274,5.12,6.5333333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:35:30,50,0,0,106.9637544,7.07636363,5.128,6.6266667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:36:00,50,0,0,106.9637544,7.02545452,5.136,6.72,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:36:30,50,0,0,106.9015386,6.97454548,5.144,6.8133333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:37:00,50,0,0,106.9637544,6.92363637,5.152,6.9066667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:37:30,50,0,0,106.9637544,6.87272726,5.16,7,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:38:00,50,0,0,106.9637544,6.82181815,5.168,7.0933333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:38:30,50,0,0,106.9015386,6.77090911,5.176,7.1866667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:39:00,50,0,0,106.9637544,6.72,5.184,7.28,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:39:30,50,0,0,106.9015386,6.66909089,5.192,7.3733333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:40:00,50,0,0,106.9637544,6.61818185,5.2,7.4666667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:40:30,50,0,0,106.9015386,6.56727274,5.208,7.56,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:41:00,50,0,0,106.9015386,6.51636363,5.216,7.6533333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:41:30,50,0,0,106.9015386,6.46545452,5.224,7.7466667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:42:00,50,0,0,106.9015386,6.41454548,5.232,7.84,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:42:30,50,0,0,106.9637544,6.36363637,5.24,7.9333333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:43:00,50,0,0,106.9637544,6.31272726,5.248,8.0266667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:43:30,50,0,0,106.9637544,6.26181815,5.256,8.12,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:44:00,50,0,0,106.9637544,6.21090911,5.264,8.2133333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:44:30,50,0,0,106.9637544,6.16,5.272,8.3066667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:45:00,50,0,0,106.9637544,6.10909089,5.28,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:45:30,50,0,0,106.9637544,6.13454548,5.2826667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:46:00,50,0,0,107.0140946,6.16,5.2853333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:46:30,50,0,0,106.9015386,6.18545452,5.288,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:47:00,50,0,0,106.9015386,6.21090911,5.2906667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:47:30,50,0,0,107.1944702,6.23636363,5.2933333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:48:00,50,0,0,107.1944702,6.26181815,5.296,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:48:30,50,0,0,107.1944702,6.28727274,5.2986667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:49:00,50,0,0,107.1944702,6.31272726,5.3013333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:49:30,50,0,0,106.9015386,6.33818185,5.304,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:50:00,50,0,0,106.7872658,6.36363637,5.3066667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:50:30,50,0,0,106.7732684,6.38909089,5.3093333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:51:00,50,0,0,106.7872658,6.41454548,5.312,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:51:30,50,0,0,106.9015386,6.44,5.3146667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:52:00,50,0,0,107.1944702,6.46545452,5.3173333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:52:30,50,0,0,107.1944702,6.49090911,5.32,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:53:00,50,0,0,106.8224968,6.51636363,5.3226667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:53:30,50,0,0,106.7732684,6.54181815,5.3253333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:54:00,50,0,0,106.6441628,6.56727274,5.328,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:54:30,50,0,0,106.6441628,6.59272726,5.3306667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:55:00,50,0,0,106.6441628,6.61818185,5.3333333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:55:30,50,0,0,106.3668186,6.64363637,5.336,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:56:00,50,0,0,106.6441628,6.66909089,5.3386667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:56:30,50,0,0,106.6441628,6.69454548,5.3413333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:57:00,50,0,0,106.3668186,6.72,5.344,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:57:30,50,0,0,106.3668186,6.74545452,5.3466667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:58:00,50,0,0,106.356869,6.77090911,5.3493333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:58:30,50,0,0,105.840081,6.79636363,5.352,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:59:00,50,0,0,105.840081,6.82181815,5.3546667,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T05:59:30,50,0,0,105.840081,6.84727274,5.3573333,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:00:00,50,0,0,105.840081,6.87272726,5.36,8.4,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:00:30,50,0,0,106.356869,6.92363637,5.424,8.54,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:01:00,50,0,0,106.3668186,6.97454548,5.488,8.68,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:01:30,50,0,0,106.356869,7.02545452,5.552,8.82,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:02:00,50,0,0,106.356869,7.07636363,5.616,8.96,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:02:30,50,0,0,105.840081,7.12727274,5.68,9.1,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:03:00,50,0,0,106.356869,7.17818185,5.744,9.24,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:03:30,50,0,0,106.356869,7.22909089,5.808,9.38,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:04:00,50,0,0,106.3668186,7.28,5.872,9.52,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:04:30,50,0,0,106.3668186,7.33090911,5.936,9.66,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:05:00,50,0,0,106.7732684,7.38181815,6,9.8,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:05:30,50,0,0,106.7732684,7.43272726,6.064,9.94,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:06:00,50,0,0,106.3668186,7.48363637,6.128,10.08,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:06:30,50,0,0,106.7732684,7.53454548,6.192,10.22,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:07:00,50,0,0,106.3668186,7.58545452,6.256,10.36,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:07:30,50,0,0,106.3668186,7.63636363,6.32,10.5,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:08:00,50,0,0,106.3668186,7.68727274,6.384,10.64,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:08:30,50,0,0,106.3668186,7.73818185,6.448,10.78,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:09:00,50,0,0,106.3668186,7.78909089,6.512,10.92,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:09:30,50,0,0,106.3668186,7.84,6.576,11.06,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:10:00,50,0,0,106.4883764,7.89090911,6.64,11.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:10:30,50,0,0,106.4883764,7.94181815,6.704,11.34,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:11:00,50,0,0,106.4883764,7.99272726,6.768,11.48,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:11:30,50,0,0,106.3668186,8.04363637,6.832,11.62,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:12:00,50,0,0,105.840081,8.09454548,6.896,11.76,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:12:30,50,0,0,105.840081,8.14545452,6.96,11.9,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:13:00,50,0,0,105.840081,8.19636363,7.024,12.04,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:13:30,50,0,0,105.840081,8.24727274,7.088,12.18,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:14:00,50,0,0,105.840081,8.29818185,7.152,12.32,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:14:30,50,0,0,105.840081,8.34909089,7.216,12.46,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:15:00,25,0,0,105.840081,8.4,7.28,12.6,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:15:30,25,0,0,105.7456884,8.32363637,7.328,13.02,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:16:00,25,0,0,105.7456884,8.24727274,7.376,13.44,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:16:30,25,0,0,105.6368834,8.17090911,7.424,13.86,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:17:00,25,0,0,105.6368834,8.09454548,7.472,14.28,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:17:30,25,0,0,105.7456884,8.01818185,7.52,14.7,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T06:18:00,25,0,0,105.7857358,7.94181815,7.568,15.12,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
